Shipment No.,Status,Direction,Product,Shipment Type,Product Type,Oper. Year,Oper. Period,Shipment Week,Shipment Day,Shipment Date,Principal,Carrier,Incoterm,Shipper Postcode,Shipper City,Shipper Country,Consignee Postcode,Consignee City,Consignee Country,Invoiced,Insurance,Letter Of Credit,Dangerous,Pieces,Actual Weight (kg),Volume (cbm),Charg. Weight (kg),W/M,FCL TEU,GP (EUR),Weight Group,Tracking Number,(Air)Port of Origin,Origin Country,(Air)Port of Destination,Destination Country,MS1 Count,MS2 Count,MS3 Count,MS4 Count,MS5 Count,MS6 Count
2102339,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/43,20211025,25.10.2021,Customer 690,COSU - COSCO SHIPPING,CFR,45-51,HONG KONG,HK - HONG KONG,90763,FURTH,DE - GERMANY,Yes,N,N,N,-,"3,081",11.770,-,12,2,88.17,-,-,NINGBO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102340,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211022,22.10.2021,Customer 331,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,685",6.261,-,6,0,116.66,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102341,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/43,20211025,25.10.2021,Customer 159,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"4,515",50.000,-,50,2,77.45,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2102342,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211024,24.10.2021,Customer 738,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,-,DUBAI,AE - UNITED ARAB EMIRATES,00000,BEIRA,MZ - MOZAMBIQUE,Yes,N,N,N,-,"4,000",50.000,-,50,2,197.50,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRA,MZ-MOZAMBIQUE,1,1,1,1,0,0
2102343,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211022,22.10.2021,Customer 350,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,PE29 2XN,"GODMANCHESTER, HUNTINGDON",GB - UNITED KINGDOM,.,"DEIRA, DUBAI",AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,301",7.370,-,7,0,180.57,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102344,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211021,21.10.2021,Customer 326,SHPT - SSC CONSOLIDATION SHIPCO,CFR,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,171,0.430,-,0,0,116.66,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102345,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211020,20.10.2021,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,28060,ORFENGO,IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,165",8.400,-,8,0,193.98,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2102346,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211024,24.10.2021,Customer 159,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"4,362",50.000,-,50,2,104.54,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2102347,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211020,20.10.2021,Customer 896,SHPT - SSC CONSOLIDATION SHIPCO,CFR,79189,KROZINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,263,0.209,-,0,0,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102348,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211021,21.10.2021,Customer 336,SHPT - SSC CONSOLIDATION SHIPCO,CFR,618303,SINGAPORE,SG - SINGAPORE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,516",4.098,-,4,0,103.18,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102349,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211020,20.10.2021,Customer 834,FSL -  FREIGHT SYSTEMS CO. LTD. (LLC),CFR,48155,MÜNSTER,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,328,2.486,-,2,0,110.92,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102350,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211024,24.10.2021,Customer 650,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"6,211",8.500,-,9,1,109.76,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2102351,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211023,23.10.2021,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,EXW,81400,SENAI JOHOR,MY - MALAYSIA,-,DOHA,QA - QATAR,Yes,N,N,N,-,"2,610",11.511,-,12,0,"1,157.91",-,-,PORT KLANG (PELABUHAN KLANG),MY-MALAYSIA,BGN/PCGN1956 - HAMAD,QA-QATAR,1,0,0,0,1,1
2102352,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211020,20.10.2021,Customer 402,BDP - BDP GLOBAL PROJECTS LOGISTICS,CFR,79426,BUGGINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,611,1.210,-,1,0,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102353,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211018,18.10.2021,Customer 232,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,34000,ISTANBUL,TR - TURKEY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,150,4.770,-,5,0,0.52,-,-,AMBARLI,TR-TURKEY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102354,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211018,18.10.2021,Customer 828,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,422007,NASHIK,IN - INDIA,-,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,723",20.000,-,20,1,23.68,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102355,Active,Export,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211019,19.10.2021,Customer 445,SHPT - SSC CONSOLIDATION SHIPCO,EXW,DY2 8SZ,LONDON,GB - UNITED KINGDOM,600018,CHENNAI,IN - INDIA,Yes,N,N,N,-,100,3.328,-,3,0,99.84,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,CHENNAI (EX MADRAS),IN-INDIA,1,1,1,1,0,0
2102356,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211018,18.10.2021,Customer 331,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,233",7.047,-,7,0,124.58,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102357,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211018,18.10.2021,Customer 326,SHPT - SSC CONSOLIDATION SHIPCO,CFR,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,104,0.330,-,0,0,129.30,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102358,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/42,20211018,18.10.2021,Customer 331,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,20,0.038,-,0,0,46.75,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102359,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211019,19.10.2021,Customer 669,MAEU - MAERSK KANOO UAE LLC,CIF,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"31,520",60.000,-,60,3,113.50,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102360,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/42,20211019,19.10.2021,Customer 840,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,EXW,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,648",25.000,-,25,1,481.79,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102361,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211017,17.10.2021,Customer 365,CGMU - CMA CGM AND ANL (NE) LLC,EXW,33169,DUBAI,AE - UNITED ARAB EMIRATES,197,BEIRUT,LB - LEBANON,Yes,N,N,N,-,"27,018",40.000,-,40,2,154.09,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRUT,LB-LEBANON,1,1,1,1,0,0
2102362,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211016,16.10.2021,Customer 840,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,EXW,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,310",25.000,-,25,1,484.77,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102363,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211014,14.10.2021,Customer 802,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,YO22 4PT,WHITBY,GB - UNITED KINGDOM,686503,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,750",20.000,-,20,1,32.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2102364,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211016,16.10.2021,Customer 350,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,PE29 2XN,"GODMANCHESTER, HUNTINGDON",GB - UNITED KINGDOM,.,"DEIRA, DUBAI",AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,776",4.040,-,4,0,309.54,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102365,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211017,17.10.2021,Customer 412,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"21,754",61.300,-,61,4,81.88,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2102366,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211013,13.10.2021,Customer 828,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,422007,NASHIK,IN - INDIA,-,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,649",20.000,-,20,1,23.68,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102367,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202109,2021/39,20210928,28.09.2021,Customer 242,SHPT - SSC CONSOLIDATION SHIPCO,CFR,68526,LADENBURG,DE - GERMANY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,538",5.760,-,7,0,116.08,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102368,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202109,2021/37,20210913,13.09.2021,Customer 563,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,M44 5EG,"IRLAM,MANCHESTER",GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"13,959",24.680,-,25,1,116.08,-,-,LIVERPOOL,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102369,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 336,SHPT - SSC CONSOLIDATION SHIPCO,DAP,618303,SINGAPORE,SG - SINGAPORE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,034",2.943,-,3,0,150.90,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102370,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202111,2021/47,20211122,22.11.2021,Customer 846,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,113-5440,BEIRUT,LB - LEBANON,Yes,N,N,N,-,"4,630",16.869,-,17,2,127.41,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRUT,LB-LEBANON,1,1,1,1,0,0
2102371,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211014,14.10.2021,Customer 242,SHPT - SSC CONSOLIDATION SHIPCO,CFR,68526,LADENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,577",2.808,-,3,0,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102372,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 160,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,21044,CAVARIA VA,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,370,1.000,-,1,0,371.83,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102373,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211015,15.10.2021,Customer 792,COSU - COSCO SHIPPING,EXW,00000,DUBAI,AE - UNITED ARAB EMIRATES,79187,BANDAR ABBAS,IR - IRAN,Yes,N,N,N,-,"9,559",110.680,-,111,6,495.52,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BANDAR ABBAS,IR-IRAN,1,1,1,1,0,0
2102374,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 633,ECUI - ECU LINE MIDDLE EAST LLC,DAP,13790,ROUSSET,FR - FRANCE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,618,5.128,-,5,0,73.52,-,-,FOS-SUR-MER,FR-FRANCE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102375,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 802,SHPT - SSC CONSOLIDATION SHIPCO,CFR,4550-536,PEDORIDO,PT - PORTUGAL,36561,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,90,1.221,-,1,0,90.28,-,-,LEIXÕES,PT-PORTUGAL,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2102376,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202111,2021/46,20211115,15.11.2021,Customer 216,"MAC7 - MACNELS SHIPPING, DUBAI",DDP,198725,HONG KONG,CN - CHINA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,295,1.300,-,1,0,-45.14,-,-,SHENZHEN PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102377,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211012,12.10.2021,Customer 216,"MAC7 - MACNELS SHIPPING, DUBAI",DDP,180123,HONG KONG,CN - CHINA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,144,1.160,-,1,0,281.14,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102378,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211012,12.10.2021,Customer 232,SHPT - SSC CONSOLIDATION SHIPCO,CFR,74397,PFAFFENHOFEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,402,1.000,-,1,0,94.15,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2102379,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211012,12.10.2021,Customer 693,SHPT - SSC CONSOLIDATION SHIPCO,CFR,51063,KOELN,DE - GERMANY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,18,0.216,-,0,0,70.11,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2102380,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211012,12.10.2021,Customer 216,MAEU - MAERSK KANOO UAE LLC,DDP,122001,HARYANA,IN - INDIA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,424",22.550,-,23,1,149.87,-,-,MUNDRA,IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102381,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211012,12.10.2021,Customer 164,MAEU - MAERSK KANOO UAE LLC,CFR,08760,BARCELONA,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"27,030",45.000,-,45,0,147.55,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102382,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 492,SHPT - SSC CONSOLIDATION SHIPCO,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,-,RAS AL KHAIMAH U.A.E.,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,180",5.280,-,5,0,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102383,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/40,20211005,05.10.2021,Customer 550,MAEU - MAERSK KANOO UAE LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,923,"BAGHDAD,",IQ - IRAQ,Yes,N,N,N,-,"12,730",30.910,-,31,2,63.32,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,UMM QASR PORT,IQ-IRAQ,1,1,1,1,0,0
2102384,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211013,13.10.2021,Customer 395,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,46117,BETERA,ES - SPAIN,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,653",62.020,-,62,2,116.08,-,-,VALENCIA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102385,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211011,11.10.2021,Customer 331,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,793",7.998,-,8,0,77.71,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102386,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211011,11.10.2021,Customer 326,SHPT - SSC CONSOLIDATION SHIPCO,CFR,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,32,0.071,-,0,0,128.01,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102387,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211008,08.10.2021,Customer 337,SHPT - SSC CONSOLIDATION SHIPCO,DAP,46250,INDIANAPOLIS,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,281,2.519,-,3,0,90.28,-,-,INDIANAPOLIS,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102388,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/41,20211013,13.10.2021,Customer 527,SHPT - SSC CONSOLIDATION SHIPCO,CFR,68165,MANNHEIM,DE - GERMANY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,069",5.616,-,6,0,116.08,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102389,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211006,06.10.2021,Customer 216,"MAC7 - MACNELS SHIPPING, DUBAI",DDP,M12 6LB,MANCHESTER,GB - UNITED KINGDOM,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,270",14.110,-,14,0,382.15,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102390,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/40,20211010,10.10.2021,Customer 764,CGMU - CMA CGM AND ANL (NE) LLC,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"15,339",46.861,-,47,2,70.01,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2102391,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/40,20211007,07.10.2021,Customer 858,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,W86LS,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"19,046",18.642,-,19,2,"1,342.35",-,-,PORTBURY,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102392,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211006,06.10.2021,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,20010,BUSCATE (MI),IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,208,8.256,-,8,0,139.29,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2102393,Active,Import,Oceanfreight FCL,FCL,FCL,2021,202110,2021/40,20211010,10.10.2021,Customer 145,MAEU - MAERSK KANOO UAE LLC,DDP,251121,HONGKONG,CN - CHINA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,668",128.880,-,129,0,0.00,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2102394,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211006,06.10.2021,Customer 638,SHPT - SSC CONSOLIDATION SHIPCO,CFR,26250,RIOJA,ES - SPAIN,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,243",2.430,-,2,0,116.08,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102395,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211006,06.10.2021,Customer 382,SHPT - SSC CONSOLIDATION SHIPCO,CFR,12550,ALMASSORA / ALMAZORA,ES - SPAIN,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,200",7.300,-,7,0,116.08,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102396,Active,Import,Oceanfreight LCL,LCL,LCL,2021,202110,2021/40,20211007,07.10.2021,Customer 183,SHPT - SSC CONSOLIDATION SHIPCO,CFR,90401,SANTA MONICA,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,484",3.456,-,3,0,116.08,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2102397,Active,Export,Oceanfreight FCL,FCL,FCL,2021,202110,2021/41,20211011,11.10.2021,Customer 366,CGMU - CMA CGM AND ANL (NE) LLC,EXW,.,SHARJAH,AE - UNITED ARAB EMIRATES,11 1580,BEIRUT,LB - LEBANON,Yes,N,N,N,-,"15,436",69.550,-,70,2,106.44,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRUT,LB-LEBANON,1,1,1,1,0,0
