Shipment No.,Status,Direction,Product,Shipment Type,Product Type,Oper. Year,Oper. Period,Shipment Week,Shipment Day,Shipment Date,Principal,Carrier,Incoterm,Shipper Postcode,Shipper City,Shipper Country,Consignee Postcode,Consignee City,Consignee Country,Invoiced,Insurance,Letter Of Credit,Dangerous,Pieces,Actual Weight (kg),Volume (cbm),Charg. Weight (kg),W/M,FCL TEU,GP (EUR),Weight Group,Tracking Number,(Air)Port of Origin,Origin Country,(Air)Port of Destination,Destination Country,MS1 Count,MS2 Count,MS3 Count,MS4 Count,MS5 Count,MS6 Count
2100269,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191018,18.10.2019,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"20,181",180.000,-,180,9,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100270,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191019,19.10.2019,Customer 185,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,78577,PHARR,US - UNITED STATES OF AMERICA,Yes,N,N,N,-,"31,457",50.000,-,50,2,59.13,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HOUSTON,US-UNITED STATES OF AMERICA,1,1,1,1,0,0
2100271,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191017,17.10.2019,Customer 333,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,618303,SINGAPORE,SG - SINGAPORE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,692,0.730,-,1,0,451.41,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100272,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191014,14.10.2019,Customer 669,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIF,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"43,120",50.000,-,50,4,119.17,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,2,1
2100273,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191017,17.10.2019,Customer 858,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,EXW,W86LS,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,590",40.000,-,40,2,307.64,-,-,BRISTOL,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100274,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191015,15.10.2019,Customer 592,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4731,EYNATTEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,179,8.164,-,8,0,255.59,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100275,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191015,15.10.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97486,BAYREN,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,520,6.624,-,7,0,-708.03,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100276,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 555,YMLU - YANG MING (U.A.E) L.L.C.,DAP,5145 RL,WAALWIJK,NL - THE NETHERLANDS,0000,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,235",4.676,-,5,1,"3,470.99",-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100277,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 797,YMLU - YANG MING (U.A.E) L.L.C.,DAP,30179,HANNOVER,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,294",0.000,-,1,1,349.01,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100278,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 260,YMLU - YANG MING (U.A.E) L.L.C.,CFR,1332 ED,ALMERE,NL - THE NETHERLANDS,31421,DAMMAM,SA - SAUDI ARABIA,Yes,N,N,N,-,522,1.560,-,2,1,-68.33,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100279,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 884,YMLU - YANG MING (U.A.E) L.L.C.,CFR,5753 AV,DEURNE,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,221",0.000,-,2,1,532.40,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100280,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 894,YMLU - YANG MING (U.A.E) L.L.C.,CFR,7180,SENEFFE,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,107",0.732,-,1,1,212.54,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100281,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 754,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97437,HASSFURT,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,405,5.952,-,6,1,-616.44,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100282,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191025,25.10.2019,Customer 870,MAEU - MAERSK KANOO UAE LLC,DAP,35026,GENOVA,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,896",20.000,-,20,1,187.01,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100283,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191016,16.10.2019,Customer 761,COSU - COSCO SHIPPING,DAP,20812,LIMBIATE MB,IT - ITALY,0000,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,497",120.000,-,120,6,"1,120.39",-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100284,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191016,16.10.2019,Customer 761,COSU - COSCO SHIPPING,DAP,20812,LIMBIATE MB,IT - ITALY,0000,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"8,250",80.000,-,80,4,750.59,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100285,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/40,20191005,05.10.2019,Customer 477,ECUI - ECU LINE MIDDLE EAST LLC,CFR,189721,SINGAPORE,SG - SINGAPORE,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,690",10.436,-,10,0,101.83,-,-,KOBE,JP-JAPAN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100286,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191015,15.10.2019,Customer 285,YMLU - YANG MING (U.A.E) L.L.C.,CFR,42329,WUPPERTAL,DE - GERMANY,.,UMM-AL-QUWAIN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,611,5.508,-,6,1,80.96,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100287,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191015,15.10.2019,Customer 381,SHPT - SSC CONSOLIDATION SHIPCO,CFR,40400,SELANGOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,244,1.930,-,2,0,109.63,-,-,PORT KLANG (PELABUHAN KLANG),MY-MALAYSIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100288,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191015,15.10.2019,Customer 335,CGMU - CMA CGM AND ANL (NE) LLC,EXW,81400,SENAI JOHOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,290",10.310,-,10,0,259.37,-,-,"PASIR GUDANG, JOHOR",MY-MALAYSIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100289,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191014,14.10.2019,Customer 884,SHPT - SSC CONSOLIDATION SHIPCO,CFR,5753 AV,DEURNE,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,218,2.156,-,2,0,115.17,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100290,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191014,14.10.2019,Customer 770,MAEU - MAERSK KANOO UAE LLC,CFR,4000,CETURION,ZA - SOUTH-AFRICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,980",25.000,-,25,1,111.18,-,-,DURBAN,ZA-SOUTH AFRICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100291,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191014,14.10.2019,Customer 698,MAEU - MAERSK KANOO UAE LLC,FOB,",",RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,1609,GAUTENG,ZA - SOUTH-AFRICA,Yes,N,N,N,-,"7,980",28.099,-,28,1,137.23,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,DURBAN,ZA-SOUTH AFRICA,1,1,1,1,0,0
2100292,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191013,13.10.2019,Customer 682,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,FOB,000000,JEBEL FREE ZONE,AE - UNITED ARAB EMIRATES,70196,NDOLA,ZM - ZAMBIA,Yes,N,N,N,-,"54,583",75.000,-,75,3,399.44,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRA,MZ-MOZAMBIQUE,1,1,1,1,0,0
2100293,Active,Export,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191013,13.10.2019,Customer 477,NAQA - VANGUARD LOGISTICS SERVICES UAE,FOB,33166,DUBAI,AE - UNITED ARAB EMIRATES,089315,SINGAPORE,SG - SINGAPORE,Yes,N,N,N,-,450,1.310,-,1,0,131.31,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,SINGAPORE,SG-SINGAPORE,1,1,1,1,0,0
2100294,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191029,29.10.2019,Customer 414,COSU - COSCO SHIPPING,CFR,10900,BANGKOK,TH - THAILAND,.,AJMAN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,99,400",400.000,-,400,16,71.05,-,-,BANGKOK,TH-THAILAND,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100295,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191011,11.10.2019,Customer 872,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,N14 6BN,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"24,829",27.784,-,28,1,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100296,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191011,11.10.2019,Customer 544,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,SN1 2HY,UNITED KINGDOM,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,847",21.360,-,21,1,160.93,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100297,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191016,16.10.2019,Customer 767,CGMU - CMA CGM AND ANL (NE) LLC,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,914",80.000,-,80,4,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100298,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191010,10.10.2019,Customer 178,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,1634,TAGUIG,PH - PHILIPPINES,.,UMM AL QUWAIN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,923",23.000,-,23,1,170.76,-,-,MANILA,PH-PHILIPPINES,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100299,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191008,08.10.2019,Customer 857,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,90401,SANTA MONICA,US - UNITED STATES OF AMERICA,00000,ABU DHABI AIRPORT,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,680",58.000,-,58,2,116.08,-,-,COLOMBO,LK-SRI LANKA,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100300,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191008,08.10.2019,Customer 479,CGMU - CMA CGM AND ANL (NE) LLC,FOB,.,SHARJAH,AE - UNITED ARAB EMIRATES,783 91,UNICOV,CZ - CZECH REPUBLIC,Yes,N,N,N,-,"9,450",50.000,-,50,2,38.69,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,0
2100301,Active,Export,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191009,09.10.2019,Customer 693,SHPT - SSC CONSOLIDATION SHIPCO,EXW,.,ABU DHABI,AE - UNITED ARAB EMIRATES,40589,DUSSELDORF,DE - GERMANY,Yes,N,N,N,-,682,4.560,-,5,0,134.49,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,0
2100302,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191008,08.10.2019,Customer 485,ECUI - ECU LINE MIDDLE EAST LLC,CIF,47661,ISSUM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,91,1.574,-,2,0,60.75,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100303,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191008,08.10.2019,Customer 178,MAEU - MAERSK KANOO UAE LLC,EXW,.,UMM AL QUWAIN,AE - UNITED ARAB EMIRATES,1634,TAGUIG,PH - PHILIPPINES,Yes,N,N,N,-,"21,250",40.000,-,40,2,639.62,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,MANILA,PH-PHILIPPINES,1,1,1,1,0,0
2100304,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191007,07.10.2019,Customer 924,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,8630,RUETI,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,360",5.092,-,5,0,109.63,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100305,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201908,2019/35,20190830,30.08.2019,Customer 477,OOCL - OOCL (UAE) LLC,CFR,175 64,PALEO FALIRO,GR - GREECE,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,658",40.000,-,40,2,313.41,-,-,PIRAEUS,GR-GREECE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2100306,Active,Export,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191008,08.10.2019,Customer 721,SHPT - SSC CONSOLIDATION SHIPCO,FOB,.,DUBAI,AE - UNITED ARAB EMIRATES,600077,CHENNAI,IN - INDIA,Yes,N,N,N,-,303,6.178,-,6,0,377.90,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,CHENNAI (EX MADRAS),IN-INDIA,1,1,1,1,0,0
2100307,Active,Export,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191008,08.10.2019,Customer 753,CSS - CONSOLIDATED SHIPPING SERVICES L.L.C.,EXW,.,SHARJAH,AE - UNITED ARAB EMIRATES,5081 AE,HILVARENBEEK,NL - THE NETHERLANDS,Yes,N,N,N,-,115,0.952,-,1,0,234.64,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,1,1,1,0,0
2100308,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191007,07.10.2019,Customer 185,MAEU - MAERSK KANOO UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,07180-000,BRAZIL,BR - BRAZIL,Yes,N,N,N,-,"24,745",40.000,-,40,2,52.58,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,SANTOS,BR-BRAZIL,1,1,1,1,0,0
2100309,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191007,07.10.2019,Customer 707,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,.,DUBAI,AE - UNITED ARAB EMIRATES,02236,VILNIUS,LT - LITHUANIA,Yes,N,N,N,-,"23,452",25.000,-,25,2,40.12,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,KLAIPEDA,LT-LITHUANIA,1,1,1,1,0,0
2100310,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191006,06.10.2019,Customer 682,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,70196,NDOLA,ZM - ZAMBIA,Yes,N,N,N,-,"54,072",75.000,-,75,3,81.16,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BEIRA,MZ-MOZAMBIQUE,1,1,1,1,0,0
2100311,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/40,20191006,06.10.2019,Customer 913,ECUI - ECU LINE MIDDLE EAST LLC,CIF,88074,MECKENBEUREN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,974",6.000,-,6,0,144.07,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100312,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/40,20191006,06.10.2019,Customer 254,ECUI - ECU LINE MIDDLE EAST LLC,DAP,4906 CG,OOSTERHOUT NB,NL - THE NETHERLANDS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,062",2.493,-,2,0,522.02,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100313,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/41,20191010,10.10.2019,Customer 492,ECUI - ECU LINE MIDDLE EAST LLC,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,524",4.576,-,5,0,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100314,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/40,20191003,03.10.2019,Customer 249,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,3307,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,258,1.816,-,2,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100315,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/41,20191007,07.10.2019,Customer 660,COSU - COSCO SHIPPING,FOB,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,1081,OSLO,NO - NORWAY,Yes,N,N,N,-,"97,404",100.000,-,100,4,37.19,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,FREDRIKSTAD,NO-NORWAY,1,1,1,1,0,0
2100316,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/40,20191005,05.10.2019,Customer 364,SHPT - SSC CONSOLIDATION SHIPCO,CFR,1101 AE,AMSTERDAM ZUID-OOST,NL - THE NETHERLANDS,.,AL MINA,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,766,1.202,-,1,0,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100317,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191004,04.10.2019,Customer 682,MAEU - MAERSK KANOO UAE LLC,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,0000,DURBAN,ZA - SOUTH-AFRICA,Yes,N,N,N,-,"54,072",75.000,-,75,3,427.73,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,DURBAN,ZA-SOUTH AFRICA,1,1,1,1,0,0
2100318,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191005,05.10.2019,Customer 183,MAEU - MAERSK KANOO UAE LLC,CFR,90401,SANTA MONICA,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,206",40.000,-,40,2,109.63,-,-,KOPER,SI-SLOVENIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100319,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191004,04.10.2019,Customer 682,MAEU - MAERSK KANOO UAE LLC,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,0000,DURBAN,ZA - SOUTH-AFRICA,Yes,N,N,N,-,"54,072",75.000,-,75,3,326.69,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,DURBAN,ZA-SOUTH AFRICA,1,1,1,1,0,0
2100320,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191001,01.10.2019,Customer 871,COSU - COSCO SHIPPING,DAP,107-109,KOWLOON,HK - HONG KONG,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,050",13.000,-,13,1,101.07,-,-,HONG KONG,HK-HONG KONG,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100321,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191001,01.10.2019,Customer 778,AMSL - ABDUL MUHSEN SHIPPING LLC,CFR,510852,SHENZHEN,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,300",19.560,-,20,2,109.63,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100322,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/40,20191001,01.10.2019,Customer 479,CGMU - CMA CGM AND ANL (NE) LLC,FOB,.,SHARJAH,AE - UNITED ARAB EMIRATES,783 91,UNICOV,CZ - CZECH REPUBLIC,Yes,N,N,N,-,"9,450",50.000,-,50,2,38.69,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,0
2100323,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201909,2019/39,20190929,29.09.2019,Customer 361,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,WR141AL,MALVERN,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,315",16.560,-,17,0,524.00,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100324,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201909,2019/39,20190929,29.09.2019,Customer 463,AMSL - ABDUL MUHSEN SHIPPING LLC,CFR,22926,AHRENSBURG,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,705",20.560,-,21,1,109.63,-,-,"JAKARTA, JAVA",ID-INDONESIA,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100325,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201909,2019/39,20190929,29.09.2019,Customer 386,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,BB4 4RR,HASLINGDEN,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,117",14.600,-,15,0,424.68,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100326,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201909,2019/39,20190929,29.09.2019,Customer 491,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,682",20.000,-,20,1,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100327,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201909,2019/38,20190920,20.09.2019,Customer 668,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIF,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,0,0.000,-,0,0,371.45,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
