,ShipmentNo_,Status,Direction,Product,ShipmentType,ProductType,Oper_Year,Oper_Period,ShipmentWeek,ShipmentDay,ShipmentDate,Principal,Carrier,Incoterm,ShipperPostcode,ShipperCity,ShipperCountry,ConsigneePostcode,ConsigneeCity,ConsigneeCountry,Invoiced,Insurance,LetterOfCredit,Dangerous,Pieces,ActualWeight(kg),Volume(cbm),Charg_Weight(kg),W/M,FCLTEU,GP(EUR),WeightGroup,TrackingNumber,(Air)PortofOrigin,OriginCountry,(Air)PortofDestination,DestinationCountry,MS1Count,MS2Count,MS3Count,MS4Count,MS5Count,MS6Count
63,1000077,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,027",0,0,0,-,-,736.46,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
64,1000078,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,704",0,0,0,-,-,0,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
65,1000079,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,753,0,0,0,-,-,186.41,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
66,1000080,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,562",0,0,0,-,-,"1,268.45",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
67,1000081,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"40,250",0,0,0,-,-,"2,490.97",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
68,1000082,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,31.44,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
69,1000083,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,0,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
70,1000084,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,324.01,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
71,1000085,1,1,3,Direct,Prime,2021,202102,2021/08,00:00.0,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,490.77,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
72,1000086,1,1,3,Direct,Prime,2021,202102,2021/07,00:00.0,21.02.2021,Customer 8,BVA - BEURTVAARTADRES,EXW,11148,TAIPEI,TW - TAIWAN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,4,26,0,26,-,-,200.52,25,-,TPE-TAIPEI,TW-TAIWAN,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
73,1000087,1,1,3,Consol,Consolidation,2021,202102,2021/07,00:00.0,17.02.2021,Customer 17,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,166,0.72,166,-,-,121.34,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
74,1000088,1,1,3,Consol,Consolidation,2021,202102,2021/06,00:00.0,11.02.2021,Customer 37,EY - ETIHAD CRYSTAL CARGO,EXW,8604,VOLKETSWIL,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,3,538,3.437,573,-,-,376.17,500,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
75,1000089,1,1,3,Direct,Prime,2021,202102,2021/06,00:00.0,09.02.2021,Customer 38,BVA - BEURTVAARTADRES,EXW,3170,MULGRAVE,AU - AUSTRALIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,34,0.001,34,-,-,153.61,30,-,MEL-MELBOURNE,AU-AUSTRALIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
76,1000090,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,880",0,0,0,-,-,"7,053.57",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
77,1000091,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,081",860,0,860,-,-,"1,803.03",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
78,1000092,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,398.56,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
79,1000093,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,270.57,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
80,1000094,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,398,78,0,78,-,-,482.23,45,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
81,1000095,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,"5,201.52",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
82,1000096,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,110,0,0,0,-,-,27.23,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
83,1000097,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,634",286,0,286,-,-,637.19,250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
84,1000098,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"7,053",0,0,0,-,-,"1,337.02",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
85,1000099,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,749",655,0,655,-,-,311.67,500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
86,1000100,1,1,3,Direct,Prime,2021,202101,2021/04,00:00.0,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,558","1,303",0,"1,303",-,-,"1,429.11",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
87,1000101,1,1,3,Consol,Consolidation,2021,202101,2021/03,00:00.0,21.01.2021,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,113,0.432,113,-,-,119.45,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
88,1000102,1,1,3,Direct,Prime,2020,202012,2020/53,00:00.0,29.12.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,177",96,0,96,-,-,350.84,45,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
89,1000103,1,1,3,Direct,Prime,2020,202012,2020/53,00:00.0,29.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,649","3,995",0,"3,995",-,-,"4,095.76",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
90,1000104,1,1,3,Consol,Consolidation,2020,202012,2020/53,00:00.0,28.12.2020,Customer 39,EK - EMIRATES AIRLINES,EXW,2675 LN,HONSELERSDIJK,NL - THE NETHERLANDS,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,18,264,0.96,264,-,-,133.7,250,-,AMS-AMSTERDAM,NL-NETHERLANDS,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
91,1000105,1,1,3,Consol,Consolidation,2020,202012,2020/52,00:00.0,23.12.2020,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,93,0.576,96,-,-,119.56,45,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
92,1000106,1,1,3,Direct,Prime,2020,202012,2020/52,00:00.0,22.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,675","1,724",0,"1,724",-,-,"2,268.18",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
93,1000107,1,1,3,Direct,Prime,2020,202012,2020/52,00:00.0,22.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,278,0,0,0,-,-,"1,720.47",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,CAI-CAIRO,EG-EGYPT,1,1,1,1,1,0
94,1000108,1,1,3,Direct,Prime,2020,202012,2020/52,00:00.0,21.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,801",353,0,353,-,-,"1,671.71",250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,1,0,0,1
95,1000109,1,1,3,Direct,Prime,2020,202012,2020/52,00:00.0,21.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,942,122,0,122,-,-,"1,085.51",100,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
96,1000110,1,1,3,Direct,Prime,2020,202012,2020/51,00:00.0,15.12.2020,Customer 27,BVA - BEURTVAARTADRES,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,0,0,0,-,-,"1,753.58",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,CAI-CAIRO,EG-EGYPT,1,1,1,1,0,0
97,1000111,1,1,3,Direct,Prime,2020,202012,2020/50,00:00.0,13.12.2020,Customer 40,CA - AIR CHINA INTERNATIONAL CORPORATION,EXW,221,NEW TAIPEI CITY,TW - TAIWAN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,90,364,4.804,801,-,-,32.18,500,-,CAN-GUANGZHOU,CN-CHINA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
98,1000112,1,1,3,Direct,Prime,2020,202012,2020/50,00:00.0,08.12.2020,Customer 35,BVA - BEURTVAARTADRES,EXW,20863,CONCOREZZO,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,8,0.175,29,-,-,86.64,25,-,MIL-MILANO,IT-ITALY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
99,1000113,1,1,3,Direct,Prime,2020,202012,2020/50,00:00.0,08.12.2020,Customer 35,BVA - BEURTVAARTADRES,EXW,23877,PADERNO D'ADDA,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,1,0.045,8,-,-,64.36,5,-,MIL-MILANO,IT-ITALY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
100,1000114,1,1,3,Direct,Prime,2020,202012,2020/49,00:00.0,02.12.2020,Customer 8,BVA - BEURTVAARTADRES,EXW,48691,VREDEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,4,45,0.288,48,-,-,74.76,45,-,HAM-HAMBURG,DE-GERMANY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
101,1000115,1,1,3,Direct,Prime,2020,202011,2020/49,00:00.0,30.11.2020,Customer 38,BVA - BEURTVAARTADRES,EXW,95032,LOS GATOS,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,16,152,0,152,-,-,188.14,100,-,LAX-LOS ANGELES,US-UNITED STATES OF AMERICA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
102,1000116,1,1,3,Consol,Consolidation,2020,202011,2020/48,00:00.0,24.11.2020,Customer 17,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,122,0.864,144,-,-,120.23,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
103,1000117,1,1,3,Direct,Prime,2020,202011,2020/47,00:00.0,22.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"5,229","2,137",0,"2,137",-,-,"1,294.44",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
104,1000118,1,1,3,Direct,Prime,2020,202011,2020/47,00:00.0,22.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"3,934",550,0,550,-,-,"3,826.26",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
105,1000119,1,1,3,Direct,Prime,2020,202011,2020/47,00:00.0,17.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,300","3,250",0,"3,250",-,-,"2,395.05",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
106,1000120,1,1,3,Direct,Prime,2020,202011,2020/47,00:00.0,17.11.2020,Customer 27,BVA - BEURTVAARTADRES,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,592,0,0,0,-,-,29.71,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
107,1000121,1,1,3,Direct,Prime,2020,202011,2020/47,00:00.0,17.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,688,"1,809",0,"1,809",-,-,"2,120.51",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
108,1000122,1,1,3,Direct,Prime,2020,202011,2020/46,00:00.0,10.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,340,908,0,925,-,-,974.11,500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
109,1000123,1,1,3,Direct,Prime,2020,202011,2020/46,00:00.0,10.11.2020,Customer 8,BVA - BEURTVAARTADRES,EXW,603002,KANCHEPURAM,IN - INDIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,3,34,0.675,113,-,-,204.48,100,-,MAA-CHENNAI,IN-INDIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,0,0
110,1000124,1,1,3,Direct,Prime,2020,202011,2020/46,00:00.0,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,032",0,0,0,-,-,748.59,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
111,1000125,1,1,3,Direct,Prime,2020,202011,2020/46,00:00.0,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,"2,435.15",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
112,1000126,1,1,3,Direct,Prime,2020,202011,2020/46,00:00.0,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0,0,-,-,"2,227.95",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
113,1000127,1,1,3,Direct,Prime,2020,202011,2020/45,00:00.0,05.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"11,740",0,0,0,-,-,"2,834.20",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
114,1000128,1,1,3,Consol,Consolidation,2020,202011,2020/45,00:00.0,03.11.2020,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,122,0.432,122,-,-,88.09,100,-,FRA-FRANKFURT,DE-GERMANY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
115,1000129,1,1,3,Direct,Prime,2020,202011,2020/45,00:00.0,03.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"6,500",0,0,0,-,-,"1,206.74",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
116,1000130,1,1,3,Consol,Consolidation,2020,202011,2020/45,00:00.0,02.11.2020,Customer 41,EY - ETIHAD CRYSTAL CARGO,EXW,43890,TARRAGONA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,5,90,0.241,90,-,-,316.82,45,-,BCN-BARCELONA,ES-SPAIN,SHJ-SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,2,0
117,1000131,1,1,3,Master,Economy,2020,202011,2020/45,00:00.0,02.11.2020,Customer 11,EY - ETIHAD CRYSTAL CARGO,EXW,8820,EL PRAT DE LLOBRE,ES - SPAIN,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,90,0.241,90,-,-,0,45,-,BCN-BARCELONA,ES-SPAIN,SHJ-SHARJAH,AE-UNITED ARAB EMIRATES,0,0,0,0,0,0
118,1000132,1,1,3,Direct,Prime,2020,202011,2020/45,00:00.0,02.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"13,520","5,667",0,"5,667",-,-,"3,347.28",5000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,2,1,1,1,0,0
119,1000133,1,1,3,Direct,Prime,2020,202011,2020/44,00:00.0,01.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"32,677",0,0,0,-,-,"2,876.22",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,2,1,1,1,0,0
120,1000134,1,1,3,Consol,Consolidation,2020,202011,2020/44,00:00.0,01.11.2020,Customer 42,EY - ETIHAD CRYSTAL CARGO,EXW,81400,SENAI JOHOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,406,0.813,406,-,-,772.39,250,-,KUL-KUALA LUMPUR,MY-MALAYSIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
121,1000135,1,1,3,Master,Economy,2020,202011,2020/44,00:00.0,01.11.2020,Customer 11,EY - ETIHAD CRYSTAL CARGO,EXW,41200,"KLANG, SELANGOR",MY - MALAYSIA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,406,0.813,406,-,-,0,250,-,KUL-KUALA LUMPUR,MY-MALAYSIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,0,0,0,0,0,0
122,1000136,1,1,3,Direct,Prime,2020,202010,2020/44,00:00.0,30.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"7,740",924,0,924,-,-,"1,916.04",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
123,1000137,1,1,3,Direct,Prime,2020,202010,2020/44,00:00.0,30.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,767",452,0,452,-,-,"1,963.94",250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
124,1000138,1,1,3,Direct,Prime,2020,202010,2020/44,00:00.0,28.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,126",103,0,103,-,-,418.73,100,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
125,1000139,1,1,3,Direct,Prime,2020,202010,2020/44,00:00.0,28.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,750,75,0,75,-,-,320.58,45,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
